,name,main_speaker,views,comments,Funny,Beautiful,Ingenious,Courageous,Longwinded,Confusing,Informative,Fascinating,Unconvincing,Persuasive,Jawdrop,Ok,Obnoxious,Inspiring
1989,"Harsha Bhogle: The rise of cricket, the rise of India",Harsha Bhogle,567000,90,178,12,149,28,173,21,46,87,14,30,44,15,24,9
1990,Gary Flake: Is Pivot a turning point for web exploration?,Gary Flake,654080,112,141,271,229,69,120,37,50,232,67,9,11,4,2,0
1991,James Cameron: Before Avatar ... a curious boy,James Cameron,1890066,197,456,1033,89,158,228,86,164,138,48,70,32,24,8,56
1992,"The LXD: In the Internet age, dance evolves ...",The LXD,2797058,216,1093,543,805,162,454,27,103,36,78,26,27,32,27,13
1993,Srikumar Rao: Plug into your hard-wired happiness,Srikumar Rao,971594,258,70,102,1374,262,92,120,481,72,237,402,132,116,11,14
1994,Tim Berners-Lee: The year open data went worldwide,Tim Berners-Lee,680486,90,278,219,171,144,19,87,89,31,14,29,11,9,7,4
1995,Gary Lauder's new traffic sign: Take Turns,Gary Lauder's new traffic sign,575346,210,216,215,165,205,59,63,16,52,19,71,8,5,8,4
1996,Dan Barber: How I fell in love with a fish,Dan Barber,1974007,317,324,1227,681,562,746,118,275,694,191,47,52,34,7,16
1997,Eric Mead: The magic of the placebo,Eric Mead,1022426,164,141,97,74,123,49,208,70,102,60,125,35,18,26,6
1998,Mark Roth: Suspended animation is within our grasp,Mark Roth,708408,101,52,300,399,517,126,165,69,18,27,17,9,16,10,6
1999,Eric Dishman: Take health care off the mainframe,Eric Dishman,384626,82,16,19,24,116,202,62,145,28,68,28,14,4,3,0
2000,Jane McGonigal: Gaming can make a better world,Jane McGonigal,4573252,1309,1541,2421,1139,453,118,547,1137,774,481,221,511,185,93,112
2001,Ken Kamler: Medical miracle on Everest,Ken Kamler,719238,104,180,137,45,57,136,29,35,32,8,9,5,6,139,0
2002,Shekhar Kapur: We are the stories we tell ourselves,Shekhar Kapur,733293,73,66,12,197,92,32,139,117,65,70,55,42,22,20,5
2003,Sam Harris: Science can answer moral questions,Sam Harris,3433437,3356,923,2090,1029,1246,612,128,259,1316,348,149,557,100,157,215
2004,Juliana Machado Ferreira: The fight to end rare-animal trafficking in Brazil,Juliana Machado Ferreira,320717,76,53,102,31,132,66,14,40,6,6,4,12,3,2,0
2005,Alan Siegel: Let's simplify legal jargon!,Alan Siegel,876649,146,476,104,227,224,312,79,19,15,2,84,9,10,5,3
2006,Joel Levine: Why we need to go back to Mars,Joel Levine,622046,180,133,318,265,222,145,107,21,44,23,14,3,14,27,17
2007,"Robert Gupta: Music is medicine, music is sanity",Robert Gupta,1163387,180,235,610,74,507,85,69,36,32,80,30,55,11,8,6
2008,Kevin Bales: How to combat modern slavery,Kevin Bales,857400,270,513,282,369,368,323,15,89,26,14,28,30,5,24,3
2009,Shukla Bose: Teaching one child at a time,Shukla Bose,940686,152,543,67,122,10,12,26,149,75,53,41,26,11,7,0
2010,"Kirk Citron: And now, the real news",Kirk Citron,684929,137,230,62,207,261,56,7,43,23,84,117,13,17,13,2
2011,Derek Sivers: How to start a movement,Derek Sivers,6475731,422,929,2417,1050,827,312,238,210,729,226,45,19,11,32,1660
2012,Adora Svitak: What adults can learn from kids,Adora Svitak,4782854,795,146,302,119,2141,826,778,825,782,478,406,649,276,143,77
2013,"Elizabeth Pisani: Sex, drugs and HIV -- let's get rational",Elizabeth Pisani,1222800,266,667,712,100,268,245,175,205,46,94,53,12,16,27,23
2014,Dean Kamen: The emotion behind invention,Dean Kamen,523422,140,178,139,508,103,103,40,98,2,56,132,21,8,6,0
2015,Dennis Hong: My seven species of robot -- and how we created them,Dennis Hong,1922563,183,69,236,522,508,378,107,552,49,128,30,46,53,40,13
2016,Jonathan Drori: Every pollen grain has a story,Jonathan Drori,403708,59,252,224,259,36,10,5,41,38,43,7,40,2,0,0
2017,Natalie Merchant: Singing old poems to life,Natalie Merchant,860139,192,875,33,388,191,163,16,39,143,42,9,6,10,25,16
2018,Michael Specter: The danger of science denial,Michael Specter,1838628,2272,702,962,264,1406,709,76,356,564,107,80,110,158,41,94
2019,Jonathan Klein: Photos that changed the world,Jonathan Klein,1209663,117,71,184,158,527,215,71,90,168,182,20,48,15,9,1
2020,Catherine Mohr: The tradeoffs of building green,Catherine Mohr,766536,140,87,109,134,297,94,148,12,45,18,9,12,16,2,11
2021,Thelma Golden: How art gives shape to cultural change,Thelma Golden,524790,65,77,53,64,63,102,125,26,16,36,49,21,9,29,1
2022,Edith Widder: Glowing life in an underwater world,Edith Widder,579754,77,187,223,353,196,15,69,10,130,16,35,16,1,3,0
2023,"James Randi: Homeopathy, quackery and fraud",James Randi,2611707,1545,757,1071,999,357,389,328,121,224,195,44,188,225,194,27
2024,Frederick Balagadde: Bio-lab on a microchip,Frederick Balagadde,295059,38,182,83,66,28,109,31,46,6,18,8,5,1,3,0
2025,"Tom Wujec: Build a tower, build a team",Tom Wujec,3917039,181,336,299,617,447,587,360,116,17,19,61,62,30,16,4
2026,Omar Ahmad: Political change with pen and paper,Omar Ahmad,538014,89,217,373,271,137,52,26,74,5,4,28,13,53,8,2
2027,"Kavita Ramdas: Radical women, embracing tradition",Kavita Ramdas,473956,150,196,362,115,43,16,114,87,75,38,18,15,37,22,9
2028,Stephen Wolfram: Computing a theory of all knowledge,Stephen Wolfram,1542898,278,476,596,781,129,403,96,68,74,94,334,101,91,73,14
2029,Roz Savage: Why I'm rowing across the Pacific,Roz Savage,642744,84,344,57,289,17,51,8,88,44,30,17,5,52,7,0
2030,George Whitesides: Toward a science of simplicity,George Whitesides,619489,79,115,135,20,241,128,154,16,188,114,71,53,17,12,20
2031,"Sebastian Wernicke: Lies, damned lies and statistics (about TEDTalks)",Sebastian Wernicke,2212944,279,5552,1746,937,755,210,212,245,79,31,272,25,255,89,119
2032,Esther Duflo: Social experiments to fight poverty,Esther Duflo,876307,206,181,60,444,369,119,363,11,9,42,45,25,21,3,0
2033,Simon Sinek: How great leaders inspire action,Simon Sinek,34309432,1930,930,1341,390,8845,21564,6600,3413,7440,2659,294,1640,1161,112,390
2034,Jeremy Jackson: How we wrecked the ocean,Jeremy Jackson,612260,292,526,142,364,468,150,14,38,119,47,5,15,9,4,11
2035,Anil Gupta: India's hidden hotbeds of invention,Anil Gupta,649531,120,119,116,348,71,44,48,121,43,25,36,11,3,8,3
2036,"Thomas Dolby: ""Love Is a Loaded Pistol""",Thomas Dolby,577356,64,177,13,48,9,80,26,21,17,8,22,5,7,9,3
2037,Nicholas Christakis: The hidden influence of social networks,Nicholas Christakis,1324929,314,555,123,23,762,758,413,224,102,207,61,86,36,52,41
2038,Nathan Myhrvold: Could this laser zap malaria?,Nathan Myhrvold,851719,304,682,428,14,32,60,362,138,120,121,10,5,20,24,15
2039,Enric Sala: Glimpses of a pristine ocean,Enric Sala,316507,98,195,168,46,138,33,20,17,16,86,8,13,5,6,6
2040,Dan Meyer: Math class needs a makeover,Dan Meyer,2465179,454,1224,633,856,263,1327,104,76,151,432,19,78,50,17,16
2041,"Julia Sweeney: It's time for ""The Talk""",Julia Sweeney,3362099,233,4025,251,161,218,247,45,71,147,115,245,135,36,14,23
2042,Viktor Frankl: Why believe in others,Viktor Frankl,1028630,373,1673,346,455,124,264,303,253,178,59,182,13,8,13,12
2043,William Li: Can we eat to starve cancer?,William Li,4149065,585,1771,1712,2364,1576,653,968,260,69,27,170,20,119,29,35
2044,Graham Hill: Why I'm a weekday vegetarian,Graham Hill,2108816,650,438,975,242,780,204,30,455,138,88,18,109,47,115,29
2045,Dee Boersma: Pay attention to penguins,Dee Boersma,358820,68,73,125,12,16,17,81,37,51,11,28,20,5,3,63
2046,Richard Sears: Planning for the end of oil,Richard Sears,603657,212,324,23,155,350,60,176,183,10,36,143,87,46,25,39
2047,"Craig Venter: Watch me unveil ""synthetic life""",Craig Venter,1086357,580,538,251,355,240,180,98,28,28,46,41,11,30,54,4
2048,Ken Robinson: Bring on the learning revolution!,Ken Robinson,7266316,1234,3000,7631,2876,865,885,2199,1237,1248,1116,208,83,71,38,34
2049,Johanna Blakley: Lessons from fashion's free culture,Johanna Blakley,1033272,304,518,269,381,128,25,53,194,95,55,48,42,16,37,2
2050,Sharmeen Obaid-Chinoy: Inside a school for suicide bombers,Sharmeen Obaid-Chinoy,1057238,1502,346,67,453,115,186,523,11,18,34,37,77,17,7,5
2051,Seth Berkley: HIV and flu -- the vaccine strategy,Seth Berkley,541076,139,264,69,140,96,48,41,34,50,56,14,7,21,7,0
2052,Lawrence Lessig: Re-examining the remix,Lawrence Lessig,389961,88,133,50,172,36,61,48,41,40,30,9,31,66,47,5
2053,John Underkoffler: Pointing to the future of UI,John Underkoffler,1514014,227,479,203,294,514,428,139,72,112,14,42,44,24,59,7
2054,Brian Skerry: The ocean's glory -- and horror,Brian Skerry,1426130,342,667,760,939,431,744,313,175,29,9,27,23,57,16,7
2055,"Christopher ""moot"" Poole"": The case for anonymity online","Christopher ""moot"" Poole""",1451649,477,369,283,88,81,150,455,161,34,240,135,89,39,14,37
2056,Brian Cox: Why we need the explorers,Brian Cox,1616851,228,833,509,436,240,69,30,294,34,42,121,16,34,14,15
2057,Adam Sadowsky: How to engineer a viral music video,Adam Sadowsky,1059130,142,300,16,188,208,72,95,28,337,24,114,31,21,7,9
2058,Michael Sandel: The lost art of democratic debate,Michael Sandel,1160672,393,519,263,287,439,145,89,69,29,60,44,91,28,30,11
2059,John Kasaona: How poachers became caretakers,John Kasaona,327406,86,57,337,115,4,19,94,33,75,84,34,58,3,0,0
2060,Rory Sutherland: Sweat the small stuff,Rory Sutherland,1056987,491,420,540,489,280,74,350,26,25,23,29,16,9,30,365
2061,Stewart Brand + Mark Z. Jacobson: Debate: Does the world need nuclear energy?,Stewart Brand + Mark Z. Jacobson,1294171,921,585,258,44,129,87,40,27,53,70,33,17,22,17,11
2062,David Byrne: How architecture helped music evolve,David Byrne,1231159,149,168,80,373,153,20,146,362,44,18,107,23,29,12,33
2063,Michael Shermer: The pattern behind self-deception,Michael Shermer,2428958,837,475,140,818,116,522,127,27,429,139,84,98,38,60,31
2064,Margaret Gould Stewart: How YouTube thinks about copyright,Margaret Gould Stewart,777079,223,49,115,92,165,136,485,73,34,111,54,16,20,15,28
2065,Peter Tyack: The intriguing sound of marine mammals,Peter Tyack,428470,62,262,175,103,102,54,33,28,18,9,14,7,4,3,4
2066,Cameron Herold: Let's raise kids to be entrepreneurs,Cameron Herold,1579033,683,107,176,281,1184,529,308,129,171,97,55,207,77,73,27
2067,Ananda Shankar Jayant: Fighting cancer with dance,Ananda Shankar Jayant,587639,155,70,296,397,273,32,19,84,13,26,12,3,5,23,18
2068,Chip Conley: Measuring what makes life worthwhile,Chip Conley,2785058,363,2201,742,477,446,206,326,24,109,55,103,184,78,43,203
2069,Marian Bantjes: Intricate beauty by design,Marian Bantjes,629753,135,471,68,198,477,60,51,65,87,48,38,35,83,32,11
2070,Charles Leadbeater: Education innovation in the slums,Charles Leadbeater,772299,147,71,55,132,222,42,299,23,16,197,56,10,6,18,16
2071,Aditi Shankardass: A second opinion on developmental disorders,Aditi Shankardass,957087,287,456,551,445,366,309,69,224,65,48,10,46,10,12,2
2072,Hillel Cooperman: Legos for grownups,Hillel Cooperman,1014201,138,618,118,76,75,204,21,22,110,43,78,41,32,57,13
2073,Clay Shirky: How cognitive surplus will change the world,Clay Shirky,954924,294,358,411,114,444,15,245,105,28,30,14,24,14,24,20
2074,Ellen Dunham-Jones: Retrofitting suburbia,Ellen Dunham-Jones,668454,118,339,184,73,214,22,13,49,68,71,111,27,18,8,0
2075,Stephen Palumbi: Hidden toxins in the fish we eat,Stephen Palumbi,362741,69,230,141,36,11,29,71,23,28,3,5,10,8,10,5
2076,Carter Emmart: A 3D atlas of the universe,Carter Emmart,1678493,179,469,668,346,691,44,402,154,174,24,20,24,24,7,10
2077,"Mitchell Joachim: Don't build your home, grow it!",Mitchell Joachim,1332785,254,193,269,114,366,216,69,160,87,189,40,46,41,32,6
2078,Benoit Mandelbrot: Fractals and the art of roughness,Benoit Mandelbrot,1212079,127,69,241,107,482,319,225,66,220,2,88,45,16,84,7
2079,Ellen  Gustafson: Obesity + hunger = 1 global food issue,Ellen  Gustafson,664485,296,236,322,225,61,62,39,45,89,121,16,70,48,14,73
2080,Nalini Nadkarni: Life science in prison,Nalini Nadkarni,426610,150,189,130,114,306,87,78,92,116,12,24,45,20,125,2
2081,"Hans Rosling: Global population growth, box by box",Hans Rosling,2934262,607,766,1167,866,74,679,187,134,339,156,88,30,22,111,18
2082,Carl Safina: The oil spill's unseen villains -- and victims,Carl Safina,594725,368,394,335,252,177,78,336,69,35,58,12,68,44,3,10
2083,Matt Ridley: When ideas have sex,Matt Ridley,2156157,459,259,981,762,1124,39,539,1331,274,133,121,21,68,20,44
2084,Ethan Zuckerman: Listening to global voices,Ethan Zuckerman,694714,141,371,204,367,301,50,60,16,21,6,71,20,44,14,20
2085,Elif Shafak: The politics of fiction,Elif Shafak,1763449,1217,2251,80,73,437,496,980,204,1293,336,192,77,194,32,28
2086,Julian Assange: Why the world needs WikiLeaks,Julian Assange,2278271,926,575,179,1915,71,845,415,387,140,1089,57,75,81,29,26
2087,Naif Al-Mutawa: Superheroes inspired by Islam,Naif Al-Mutawa,819361,804,274,180,605,151,191,62,205,39,29,136,56,34,138,178
2088,Dimitar Sasselov: How we found hundreds of potential Earth-like planets,Dimitar Sasselov,1123482,274,50,75,340,318,24,64,53,164,79,74,29,19,5,5
2089,Tan Le: A headset that reads your brainwaves,Tan Le,2468906,581,1071,909,386,1334,542,92,49,68,78,40,17,17,25,40
2090,Kevin Stone: The bio-future of joint replacement,Kevin Stone,486269,113,57,7,148,125,28,38,161,50,33,24,6,24,5,1
2091,Sheena Iyengar: The art of choosing,Sheena Iyengar,3087856,959,1437,1391,701,184,1112,523,232,364,279,130,116,70,74,29
2092,Susan Shaw: The oil spill's toxic trade-off,Susan Shaw,220099,123,107,176,12,21,80,106,16,22,6,12,2,5,3,4
2093,John Delaney: Wiring an interactive ocean,John Delaney,332099,58,60,31,71,80,121,28,58,116,40,18,18,10,8,0
2094,Laurie Santos: A monkey economy as irrational as ours,Laurie Santos,1236817,613,855,821,268,325,173,93,404,415,90,144,46,44,36,26
2095,Lewis Pugh: My mind-shifting Everest swim,Lewis Pugh,1029186,173,42,11,41,413,146,536,170,128,71,20,70,61,11,2
2096,Jason Clay: How big brands can help save biodiversity,Jason Clay,431548,169,251,223,61,201,17,7,52,72,77,10,17,3,4,1
2097,Sheryl WuDunn: Our century's greatest injustice,Sheryl WuDunn,1049847,538,606,170,76,51,364,344,83,79,57,32,16,29,25,12
2098,"Peter Molyneux: Meet Milo, the virtual boy",Peter Molyneux,734490,207,156,198,109,73,166,37,33,73,62,59,6,15,22,15
2099,Jamil Abu-Wardeh: The Axis of Evil Middle East Comedy Tour,Jamil Abu-Wardeh,799855,99,405,279,157,31,124,48,139,101,61,44,15,27,18,30
2100,Maz Jobrani: Did you hear the one about the Iranian-American?,Maz Jobrani,4646183,287,4013,451,229,353,148,200,185,28,262,201,42,36,13,202
2101,Seth Priebatsch: The game layer on top of the world,Seth Priebatsch,816019,295,395,277,365,30,310,301,59,110,93,11,22,25,35,95
2102,David McCandless: The beauty of data visualization,David McCandless,2581998,285,190,1225,754,713,13,1216,477,250,169,806,54,37,33,23
2103,Lee Hotz: Inside an Antarctic time machine,Lee Hotz,592082,236,189,76,235,87,4,38,61,56,24,24,4,18,28,0
2104,Jeremy Rifkin: The empathic civilization,Jeremy Rifkin,544047,404,267,579,516,132,926,64,637,282,75,342,80,21,23,39
2105,Jim Toomey: Learning from Sherman the shark,Jim Toomey,479113,66,149,102,78,78,198,47,74,99,40,21,22,14,13,9
2106,Lisa Margonelli: The political chemistry of oil,Lisa Margonelli,452632,175,69,232,35,143,16,46,10,53,67,16,57,7,32,22
2107,Dan Cobley: What physics taught me about marketing,Dan Cobley,1373377,137,297,183,354,234,158,141,33,139,223,29,18,26,49,16
2108,Nic Marks: The Happy Planet Index,Nic Marks,1597719,396,218,316,241,592,1485,388,81,74,35,70,143,28,27,11
2109,Johan Rockstrom: Let the environment guide our development,Johan Rockstrom,924806,568,106,406,23,36,277,45,246,42,107,33,58,15,17,25
2110,His Holiness the Karmapa: The technology of the heart,His Holiness the Karmapa,800001,215,33,107,41,292,194,61,80,72,53,16,40,55,13,8
2111,Derek Sivers: Keep your goals to yourself,Derek Sivers,4657799,582,249,488,1209,752,366,187,364,796,94,48,94,136,38,22
2112,Rachel Sussman: The world's oldest living things,Rachel Sussman,1424250,175,722,578,279,185,51,126,36,85,14,32,22,53,6,382
2113,Sugata Mitra: The child-driven education,Sugata Mitra,2528934,626,1069,239,1609,385,491,670,627,83,151,19,173,12,8,16
2114,Alwar Balasubramaniam: Art of substance and absence,Alwar Balasubramaniam,427590,70,115,46,86,66,45,37,20,98,37,10,7,15,10,31
2115,Carne Ross: An independent diplomat,Carne Ross,343532,90,163,81,210,31,18,5,95,23,103,40,12,17,7,17
2116,Ben Cameron: Why the live arts matter,Ben Cameron,497710,97,295,74,66,172,79,37,40,26,27,21,41,8,14,19
2117,Rob Dunbar: Discovering ancient climates in oceans and ice,Rob Dunbar,547649,331,163,262,14,66,23,12,34,8,23,12,36,9,4,11
2118,Chris Anderson: How web video powers global innovation,Chris Anderson,1306536,484,431,381,1193,174,309,96,24,146,149,88,41,8,13,14
2119,Jessa Gamble: Our natural sleep cycle is nothing like what we do now,Jessa Gamble,2244295,241,607,329,133,907,395,156,117,25,30,21,29,11,24,11
2120,Nicholas Christakis: How social networks predict epidemics,Nicholas Christakis,568761,125,47,124,230,307,99,172,8,39,43,32,10,19,5,7
2121,Caroline Phillips: Hurdy-gurdy for beginners,Caroline Phillips,649740,60,57,190,148,32,12,50,132,20,11,7,20,7,1,9
2122,Christien Meindertsma: How pig parts make the world turn,Christien Meindertsma,1157394,209,605,367,128,44,77,8,69,59,37,20,86,13,7,14
2123,Steven Johnson: Where good ideas come from,Steven Johnson,3951683,359,298,1404,1014,473,230,970,97,381,80,115,35,52,16,19
2124,Mitchell Besser: Mothers helping mothers fight HIV,Mitchell Besser,235221,40,19,83,22,35,25,24,4,16,11,36,1,1,2,0
2125,Annie Lennox: Why I am an HIV/AIDS activist,Annie Lennox,484254,105,191,43,25,60,96,56,36,11,17,12,10,3,3,0
2126,Fabian Hemmert: The shape-shifting future of the mobile phone,Fabian Hemmert,875821,159,54,343,203,132,183,207,62,148,6,177,32,18,10,47
2127,Julian Treasure: Shh! Sound health in 8 steps,Julian Treasure,1147609,229,204,28,262,374,363,37,688,191,127,24,21,14,49,26
2128,Tim Birkhead: The early birdwatchers,Tim Birkhead,112321,40,141,144,165,46,50,19,15,17,31,13,3,6,6,1
2129,Gary Wolf: The quantified self,Gary Wolf,865560,141,175,108,281,9,225,29,38,37,43,45,65,15,2,1
2130,Sebastian Seung: I am my connectome,Sebastian Seung,942928,411,272,249,995,120,582,201,494,80,122,105,69,93,50,8
2131,Inge Missmahl: Bringing peace to the minds of Afghanistan,Inge Missmahl,343349,68,146,243,58,74,18,7,4,2,78,20,45,8,24,4
2132,Mechai Viravaidya: How Mr. Condom made Thailand a better place for life and love,Mechai Viravaidya,1059098,233,544,262,289,426,293,132,147,56,31,25,12,7,10,6
2133,Eben Bayer: Are mushrooms the new plastic?,Eben Bayer,1097901,266,413,505,862,411,297,199,9,44,33,29,9,11,9,5
2134,Tim Jackson: An economic reality check,Tim Jackson,899942,364,32,631,191,440,186,385,135,79,81,42,77,49,72,10
2135,Barbara Block: Tagging tuna in the deep ocean,Barbara Block,334820,35,70,129,94,22,13,26,18,37,46,17,4,5,0,0
2136,Hans Rosling: The good news of the decade? We're winning the war against child mortality,Hans Rosling,738895,342,554,535,471,167,330,116,135,17,7,75,42,32,4,8
2137,Stacey Kramer: The best gift I ever survived,Stacey Kramer,3450119,505,133,1560,2153,985,85,329,235,190,219,194,49,62,84,30
2138,Stefano Mancuso: The roots of plant intelligence,Stefano Mancuso,1075196,954,190,300,502,641,16,26,155,41,133,160,132,98,10,9
2139,Melinda Gates: What nonprofits can learn from Coca-Cola,Melinda Gates,1189754,322,504,379,164,383,69,45,20,59,75,46,86,48,53,13
2140,Peter Haas: Haiti's disaster of engineering,Peter Haas,317127,77,229,80,123,25,13,58,26,39,6,4,13,6,1,0
2141,Natalie Jeremijenko: The art of the eco-mindshift,Natalie Jeremijenko,414028,69,25,27,22,26,185,154,97,27,117,102,34,17,26,6
2142,Ze Frank: My web playroom,Ze Frank,1876053,148,426,607,496,74,189,245,45,49,23,19,18,39,72,39
2143,Joel Burns: A message to gay teens: It gets better,Joel Burns,278672,225,1254,163,944,491,137,7,8,88,47,9,26,18,11,16
2144,"Jessica Jackley: Poverty, money -- and love",Jessica Jackley,1359611,718,1535,374,206,420,537,146,125,14,44,157,63,37,38,7
2145,Heribert Watzke: The brain in your gut,Heribert Watzke,1342475,266,107,502,317,113,171,26,101,5,85,56,68,12,14,141
2146,Dianna Cohen: Tough truths about plastic pollution,Dianna Cohen,688861,259,40,98,316,38,248,187,77,47,11,16,15,9,10,51
2147,Patrick Chappatte: The power of cartoons,Patrick Chappatte,759736,135,30,126,418,256,159,88,67,57,34,100,21,148,30,7
2148,"David Byrne, Ethel + Thomas Dolby: ""(Nothing But) Flowers"" with string quartet","David Byrne, Ethel + Thomas Dolby",621361,63,225,23,29,8,100,39,28,43,48,17,24,2,10,6
2149,R.A. Mashelkar: Breakthrough designs for ultra-low-cost products,R.A. Mashelkar,622593,190,484,141,160,127,138,27,38,82,24,38,6,56,17,6
2150,Joseph Nye: Global power shifts,Joseph Nye,954049,264,465,184,261,129,136,119,16,56,29,24,60,19,13,2
2151,Barton Seaver: Sustainable seafood? Let's get smart,Barton Seaver,556032,91,92,181,165,154,19,63,25,40,10,26,16,22,23,8
2152,Shimon Steinberg: Natural pest control ... using bugs!,Shimon Steinberg,368770,83,87,104,123,29,145,162,26,17,7,29,8,9,14,3
2153,Miwa Matreyek: Glorious visions in animation and performance,Miwa Matreyek,829399,144,344,214,679,205,250,72,14,22,48,26,8,14,14,6
2154,Tom Chatfield: 7 ways games reward the brain,Tom Chatfield,1021573,343,437,160,122,195,363,283,26,13,136,123,58,49,28,7
2155,David Bismark: E-voting without fraud,David Bismark,543551,834,111,42,616,299,328,128,46,93,19,5,109,32,16,1
2156,Greg Stone: Saving the ocean one island at a time,Greg Stone,454323,58,144,181,26,63,49,28,74,84,20,19,4,4,4,3
2157,Gero Miesenboeck: Re-engineering the brain,Gero Miesenboeck,611081,124,260,163,393,258,108,29,39,58,16,26,20,24,8,11
2158,Andrew Bird: A one-man orchestra of the imagination,Andrew Bird,1231423,226,212,31,26,187,541,148,261,63,34,18,4,13,5,15
2159,Emily Pilloton: Teaching design for change,Emily Pilloton,943245,156,236,184,705,198,31,137,84,231,38,16,48,6,3,8
2160,Stefan Wolff: The path to ending ethnic conflicts,Stefan Wolff,307628,74,42,75,90,10,36,11,41,53,11,13,3,2,1,0
2161,Aaron Huey: America's native prisoners of war,Aaron Huey,1347633,850,942,1246,899,689,618,174,12,129,52,71,30,56,48,1
2162,Auret van Heerden: Making global labor fair,Auret van Heerden,586814,146,44,13,44,196,175,119,44,192,39,34,31,5,14,0
2163,Eric Berlow: Simplifying complexity,Eric Berlow,1154719,134,291,298,95,9,141,22,432,109,50,238,72,302,25,8
2164,Conrad Wolfram: Teaching kids real math with computers,Conrad Wolfram,1499219,579,828,522,296,715,69,96,127,55,270,160,49,27,32,147
2165,Denis Dutton: A Darwinian theory of beauty,Denis Dutton,2012387,388,125,334,244,594,367,758,614,137,149,178,23,71,20,32
2166,Shimon Schocken: What a bike ride can teach you,Shimon Schocken,539950,52,424,149,126,30,30,39,92,16,9,17,9,10,10,7
2167,John Hardy: My green school dream,John Hardy,960523,305,722,399,262,98,218,47,49,156,91,27,100,11,11,11
2168,Kristina Gjerde: Making law on the high seas,Kristina Gjerde,349168,31,48,7,24,50,121,28,40,20,7,38,8,5,16,4
2169,Kim Gorgens: Protecting the brain against concussion,Kim Gorgens,452578,140,130,295,90,78,17,204,104,8,20,13,22,10,9,122
2170,"Zainab Salbi: Women, wartime and the dream of peace",Zainab Salbi,505716,187,17,18,19,61,179,461,270,75,175,60,17,4,18,3
2171,Jason Fried: Why work doesn't happen at work,Jason Fried,4908787,589,506,584,496,1776,131,643,1520,1254,596,631,117,230,95,56
2172,Dan Phillips: Creative houses from reclaimed stuff,Dan Phillips,1112351,189,254,578,359,151,901,204,490,119,332,40,21,11,9,6
2173,Birke Baehr: What's wrong with our food system,Birke Baehr,2152734,767,359,670,653,500,1187,293,370,218,129,179,811,55,263,37
2174,"William Ury: The walk from ""no"" to ""yes""",William Ury,1828181,366,776,1744,333,369,357,313,285,27,69,172,127,102,30,14
2175,Marcel Dicke: Why not eat insects?,Marcel Dicke,1393541,297,342,164,70,70,111,279,83,123,59,37,15,16,19,28
2176,Bart Weetjens: How I taught rats to sniff out land mines,Bart Weetjens,532619,233,505,107,294,155,50,131,310,32,3,15,6,6,0,0
2177,Arthur Potts Dawson: A vision for sustainable restaurants,Arthur Potts Dawson,833901,117,88,107,121,86,154,309,166,21,11,23,7,32,28,24
2178,Halla T?_masd?_ttir: A feminine response to Iceland's financial crash,Halla T?_masd?_ttir,588691,209,205,262,447,132,55,56,27,34,44,79,12,10,72,48
2179,Tony Porter: A call to men,Tony Porter,2235818,893,2055,1555,835,290,633,23,63,322,121,73,234,62,77,19
2180,Kiran Bedi: A police chief with a difference,Kiran Bedi,849372,220,141,613,787,170,79,47,143,73,26,95,14,9,13,27
2181,Hanna Rosin: New data on the rise of women,Hanna Rosin,851862,831,240,375,179,286,170,63,97,359,43,59,40,77,27,16
2182,Diana Laufenberg: How to learn? From mistakes,Diana Laufenberg,1882742,301,1042,463,115,195,547,42,176,117,54,142,51,27,26,16
2183,Rufus Griscom + Alisa Volkman: Let's talk parenting taboos,Rufus Griscom + Alisa Volkman,2108409,219,187,488,702,371,593,98,196,177,188,36,86,71,69,12
2184,Rachel Botsman: The case for collaborative consumption,Rachel Botsman,1125092,291,489,245,339,515,682,74,57,58,58,18,37,38,20,23
2185,Beverly + Dereck Joubert: Life lessons from big cats,Beverly + Dereck Joubert,858303,153,40,391,197,285,240,376,172,16,131,2,7,2,3,15
2186,Sheryl Sandberg: Why we have too few women leaders,Sheryl Sandberg,7431179,868,3817,1084,1149,1360,447,128,228,466,129,171,236,86,52,51
2187,Majora Carter: 3 stories of local eco-entrepreneurship,Majora Carter,702793,68,107,303,21,114,59,46,43,10,47,6,7,28,21,3
2188,Bren? Brown: The power of vulnerability,Bren? Brown,31168150,1927,21444,2100,7942,4638,8280,4561,5225,3510,1094,500,233,155,113,283
2189,Barry Schwartz: Using our practical wisdom,Barry Schwartz,948622,272,175,383,96,583,99,805,18,186,70,84,35,95,9,9
2190,Arianna Huffington: How to succeed? Get more sleep,Arianna Huffington,4241096,409,216,1103,540,560,47,666,163,527,57,126,374,304,76,147
2191,Lesley Hazleton: On reading the Koran,Lesley Hazleton,1847256,2374,488,593,1093,1208,874,896,202,135,155,257,77,61,66,233
2192,Charles Limb: Your brain on improv,Charles Limb,1231800,214,833,377,91,296,467,334,88,79,19,74,77,26,23,14
2193,"Deborah Rhodes: A test that finds 3x more breast tumors, and why it's not available to you",Deborah Rhodes,892492,207,433,60,634,480,441,299,203,182,17,26,10,4,34,5
2194,Neil Pasricha: The 3 A's of awesome,Neil Pasricha,2859644,592,596,4019,861,1285,556,569,217,184,143,156,102,58,37,17
2195,Jody Williams: A realistic vision for world peace,Jody Williams,667218,205,375,220,49,172,121,81,57,33,13,32,11,82,15,15
